acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode_feat,speechiness,tempo,valence,time_signature_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,target
0.0917,0.816,187837.0,0.6809999999999999,2.7000000000000002e-05,0.146,-4.877,1.0,0.063,115.085,0.5379999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.039,0.499,225326.0,0.718,1.91e-06,0.0673,-8.275,1.0,0.0461,92.039,0.344,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
0.0328,0.7340000000000001,218480.0,0.9209999999999999,0.0,0.19699999999999998,-1.936,0.0,0.0863,120.056,0.654,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0121,0.688,168205.0,0.7509999999999999,0.00253,0.121,-5.624,1.0,0.0293,116.976,0.136,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
0.818,0.498,170787.0,0.384,0.0009369999999999999,0.13,-10.752,1.0,0.0976,79.85600000000002,0.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
0.821,0.597,213981.0,0.324,0.0581,0.142,-12.884,1.0,0.0307,148.139,0.419,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.15,0.703,193613.0,0.868,0.132,0.10400000000000001,-4.6610000000000005,0.0,0.0291,121.03,0.733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.285,0.5710000000000001,222227.0,0.767,0.000383,0.174,-3.458,0.0,0.0494,76.001,0.597,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0.0408,0.75,168686.0,0.752,0.0241,0.0981,-4.888,1.0,0.061,127.007,0.528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
0.0373,0.506,270027.0,0.657,0.0,0.0432,-7.291,1.0,0.0278,140.481,0.496,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
0.17800000000000002,0.86,170005.0,0.363,0.00109,0.10099999999999999,-9.306000000000001,0.0,0.0755,120.03299999999999,0.244,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
0.0502,0.618,157440.0,0.9059999999999999,0.106,0.304,-3.022,0.0,0.0357,124.988,0.544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
0.0129,0.578,204063.0,0.645,0.0021100000000000003,0.122,-7.494,1.0,0.0269,82.0,0.41100000000000003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6
0.515,0.652,293235.0,0.254,0.0112,0.11,-13.387,1.0,0.0306,123.647,0.321,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0.000986,0.6940000000000001,211653.0,0.599,1.7e-05,0.107,-6.222,0.0,0.0576,102.073,0.29600000000000004,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0.0193,0.8109999999999999,268533.0,0.45799999999999996,1.41e-06,0.0526,-9.687999999999999,0.0,0.0402,92.94,0.797,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.0995,0.716,170167.0,0.556,0.0,0.0645,-4.9319999999999995,0.0,0.0856,89.845,0.48700000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
0.452,0.638,271959.0,0.33799999999999997,0.0786,0.0898,-10.56,1.0,0.0288,115.59299999999999,0.415,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
0.12300000000000001,0.768,281987.0,0.687,0.0,0.113,-5.454,0.0,0.113,140.064,0.294,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
0.0251,0.312,202200.0,0.789,1.05e-05,0.18600000000000005,-6.29,1.0,0.0615,176.745,0.82,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
0.231,0.76,204067.0,0.674,0.0027,0.0728,-6.425,1.0,0.0411,140.02200000000002,0.797,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6
0.0489,0.8140000000000001,260027.0,0.7979999999999999,0.000586,0.38799999999999996,-8.767000000000001,1.0,0.063,113.01,0.6409999999999999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0.303,0.659,212088.0,0.757,0.0,0.0378,-2.376,1.0,0.0293,141.995,0.782,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.11,0.419,120427.0,0.519,0.889,0.409,-6.47,1.0,0.0334,94.044,0.34299999999999997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
0.0034,0.63,163132.0,0.698,0.0,0.098,-6.064,1.0,0.0406,104.01799999999999,0.508,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
0.163,0.547,267862.0,0.32799999999999996,0.0926,0.0884,-11.118,1.0,0.0321,139.959,0.18600000000000005,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
